Ensembl_ID
ENSMUSG00000000184
ENSMUSG00000035385
ENSMUSG00000035352
ENSMUSG00000029231
ENSMUSG00000000567
ENSMUSG00000000982
ENSMUSG00000001300
ENSMUSG00000001506
ENSMUSG00000001666
ENSMUSG00000001946
ENSMUSG00000046223
ENSMUSG00000002602
ENSMUSG00000002603
ENSMUSG00000003379
ENSMUSG00000003541
ENSMUSG00000003657
ENSMUSG00000004099
ENSMUSG00000004366
ENSMUSG00000004655
ENSMUSG00000004665
ENSMUSG00000004791
ENSMUSG00000005360
ENSMUSG00000005483
ENSMUSG00000005672
ENSMUSG00000005892
ENSMUSG00000005947
ENSMUSG00000021939
ENSMUSG00000062524
ENSMUSG00000006932
ENSMUSG00000007613
ENSMUSG00000007872
ENSMUSG00000009555
ENSMUSG00000011884
ENSMUSG00000013698
ENSMUSG00000014554
ENSMUSG00000052310
ENSMUSG00000015340
ENSMUSG00000015396
ENSMUSG00000015437
ENSMUSG00000015568
ENSMUSG00000016494
ENSMUSG00000016529
ENSMUSG00000017009
ENSMUSG00000017309
ENSMUSG00000017344
ENSMUSG00000020826
ENSMUSG00000005800
ENSMUSG00000035152
ENSMUSG00000018774
ENSMUSG00000018920
ENSMUSG00000018930
ENSMUSG00000024197
ENSMUSG00000019874
ENSMUSG00000019970
ENSMUSG00000019987
ENSMUSG00000020009
ENSMUSG00000020029
ENSMUSG00000020123
ENSMUSG00000020399
ENSMUSG00000020635
ENSMUSG00000020641
ENSMUSG00000035373
ENSMUSG00000020774
ENSMUSG00000020950
ENSMUSG00000021032
ENSMUSG00000021091
ENSMUSG00000021109
ENSMUSG00000021250
ENSMUSG00000021270
ENSMUSG00000021377
ENSMUSG00000021379
ENSMUSG00000021536
ENSMUSG00000021573
ENSMUSG00000021665
ENSMUSG00000021752
ENSMUSG00000021823
ENSMUSG00000021876
ENSMUSG00000021879
ENSMUSG00000022018
ENSMUSG00000022037
ENSMUSG00000022114
ENSMUSG00000022508
ENSMUSG00000022636
ENSMUSG00000022797
ENSMUSG00000022893
ENSMUSG00000022965
ENSMUSG00000023064
ENSMUSG00000023274
ENSMUSG00000023912
ENSMUSG00000023913
ENSMUSG00000023992
ENSMUSG00000024076
ENSMUSG00000024140
ENSMUSG00000024164
ENSMUSG00000024521
ENSMUSG00000024620
ENSMUSG00000024621
ENSMUSG00000025151
ENSMUSG00000025492
ENSMUSG00000025498
ENSMUSG00000025993
ENSMUSG00000025997
ENSMUSG00000026012
ENSMUSG00000026241
ENSMUSG00000026285
