Ensemble_Id
ENSMUSG00000000120
ENSMUSG00000000184
ENSMUSG00000000214
ENSMUSG00000000247
ENSMUSG00000000567
ENSMUSG00000000766
ENSMUSG00000000889
ENSMUSG00000001911
ENSMUSG00000001988
ENSMUSG00000003032
ENSMUSG00000003411
ENSMUSG00000003476
ENSMUSG00000003534
ENSMUSG00000003657
ENSMUSG00000003974
ENSMUSG00000004151
ENSMUSG00000004366
ENSMUSG00000004633
ENSMUSG00000004885
ENSMUSG00000004892
ENSMUSG00000005125
ENSMUSG00000005268
ENSMUSG00000005357
ENSMUSG00000005533
ENSMUSG00000005672
ENSMUSG00000005705
ENSMUSG00000005716
ENSMUSG00000005892
ENSMUSG00000006764
ENSMUSG00000006800
ENSMUSG00000007877
ENSMUSG00000008658
ENSMUSG00000008999
ENSMUSG00000009075
ENSMUSG00000010122
ENSMUSG00000010175
ENSMUSG00000010476
ENSMUSG00000010803
ENSMUSG00000011171
ENSMUSG00000014030
ENSMUSG00000015812
ENSMUSG00000015829
ENSMUSG00000015843
ENSMUSG00000016918
ENSMUSG00000017144
ENSMUSG00000017390
ENSMUSG00000017400
ENSMUSG00000018217
ENSMUSG00000018470
ENSMUSG00000018634
ENSMUSG00000018819
ENSMUSG00000019489
ENSMUSG00000019768
ENSMUSG00000019772
ENSMUSG00000019828
ENSMUSG00000019865
ENSMUSG00000019889
ENSMUSG00000019890
ENSMUSG00000019913
ENSMUSG00000019929
ENSMUSG00000019935
ENSMUSG00000019970
ENSMUSG00000020000
ENSMUSG00000020044
ENSMUSG00000020052
ENSMUSG00000020099
ENSMUSG00000020122
ENSMUSG00000020123
ENSMUSG00000020178
ENSMUSG00000020182
ENSMUSG00000020396
ENSMUSG00000020467
ENSMUSG00000020591
ENSMUSG00000020660
ENSMUSG00000020734
ENSMUSG00000020866
ENSMUSG00000020875
ENSMUSG00000020914
ENSMUSG00000020932
ENSMUSG00000020953
ENSMUSG00000021032
ENSMUSG00000021250
ENSMUSG00000021337
ENSMUSG00000021478
ENSMUSG00000021508
ENSMUSG00000021609
ENSMUSG00000021613
ENSMUSG00000021614
ENSMUSG00000021647
ENSMUSG00000021676
ENSMUSG00000021680
ENSMUSG00000021708
ENSMUSG00000021743
ENSMUSG00000021747
ENSMUSG00000021765
ENSMUSG00000021835
ENSMUSG00000021919
ENSMUSG00000022041
ENSMUSG00000022054
ENSMUSG00000022114
ENSMUSG00000022122
ENSMUSG00000022231
ENSMUSG00000022371
ENSMUSG00000022382
ENSMUSG00000022416
ENSMUSG00000022494
ENSMUSG00000022658
ENSMUSG00000022665
ENSMUSG00000022705
ENSMUSG00000022860
ENSMUSG00000022935
ENSMUSG00000023034
ENSMUSG00000023052
ENSMUSG00000023064
ENSMUSG00000023067
ENSMUSG00000023192
ENSMUSG00000023267
ENSMUSG00000023885
ENSMUSG00000023945
ENSMUSG00000023964
ENSMUSG00000024008
ENSMUSG00000024027
ENSMUSG00000024074
ENSMUSG00000024084
ENSMUSG00000024211
ENSMUSG00000024256
ENSMUSG00000024397
ENSMUSG00000024401
ENSMUSG00000024411
ENSMUSG00000024421
ENSMUSG00000024517
ENSMUSG00000024526
ENSMUSG00000024553
ENSMUSG00000024610
ENSMUSG00000024620
ENSMUSG00000024621
ENSMUSG00000024647
ENSMUSG00000024810
ENSMUSG00000024907
ENSMUSG00000024985
ENSMUSG00000024987
ENSMUSG00000025094
ENSMUSG00000025221
ENSMUSG00000025370
ENSMUSG00000025400
ENSMUSG00000025475
ENSMUSG00000025810
ENSMUSG00000025892
ENSMUSG00000025905
ENSMUSG00000025969
ENSMUSG00000026163
ENSMUSG00000026185
ENSMUSG00000026249
ENSMUSG00000026295
ENSMUSG00000026322
ENSMUSG00000026344
ENSMUSG00000026347
ENSMUSG00000026452
ENSMUSG00000026676
ENSMUSG00000026686
ENSMUSG00000026712
ENSMUSG00000026787
ENSMUSG00000026826
ENSMUSG00000026890
ENSMUSG00000027004
ENSMUSG00000027210
ENSMUSG00000027221
ENSMUSG00000027230
ENSMUSG00000027270
ENSMUSG00000027335
ENSMUSG00000027360
ENSMUSG00000027400
ENSMUSG00000027568
ENSMUSG00000027584
ENSMUSG00000027720
ENSMUSG00000027737
ENSMUSG00000027748
ENSMUSG00000027824
ENSMUSG00000027849
ENSMUSG00000027965
ENSMUSG00000027978
ENSMUSG00000028004
ENSMUSG00000028072
ENSMUSG00000028172
ENSMUSG00000028184
ENSMUSG00000028214
ENSMUSG00000028222
ENSMUSG00000028339
ENSMUSG00000028626
ENSMUSG00000028664
ENSMUSG00000028780
ENSMUSG00000028871
ENSMUSG00000028876
ENSMUSG00000028909
ENSMUSG00000029090
ENSMUSG00000029094
ENSMUSG00000029101
ENSMUSG00000029108
ENSMUSG00000029151
ENSMUSG00000029193
ENSMUSG00000029231
ENSMUSG00000029236
ENSMUSG00000029245
ENSMUSG00000029361
ENSMUSG00000029563
ENSMUSG00000029648
ENSMUSG00000029697
ENSMUSG00000029819
ENSMUSG00000030043
ENSMUSG00000030048
ENSMUSG00000030067
ENSMUSG00000030069
ENSMUSG00000030088
ENSMUSG00000030110
ENSMUSG00000030222
ENSMUSG00000030247
ENSMUSG00000030249
ENSMUSG00000030500
ENSMUSG00000030551
ENSMUSG00000030605
ENSMUSG00000030669
ENSMUSG00000030739
ENSMUSG00000030844
ENSMUSG00000030898
ENSMUSG00000030905
ENSMUSG00000031111
ENSMUSG00000031130
ENSMUSG00000031210
ENSMUSG00000031255
ENSMUSG00000031298
ENSMUSG00000031343
ENSMUSG00000031364
ENSMUSG00000031385
ENSMUSG00000031390
ENSMUSG00000031561
ENSMUSG00000031654
ENSMUSG00000031688
ENSMUSG00000031825
ENSMUSG00000031841
ENSMUSG00000031870
ENSMUSG00000031932
ENSMUSG00000031980
ENSMUSG00000031997
ENSMUSG00000032033
ENSMUSG00000032076
ENSMUSG00000032087
ENSMUSG00000032259
ENSMUSG00000032274
ENSMUSG00000032291
ENSMUSG00000032360
ENSMUSG00000032446
ENSMUSG00000032452
ENSMUSG00000032532
ENSMUSG00000032564
ENSMUSG00000032595
ENSMUSG00000032625
ENSMUSG00000032773
ENSMUSG00000032911
ENSMUSG00000033007
ENSMUSG00000033278
ENSMUSG00000033427
ENSMUSG00000033717
ENSMUSG00000034000
ENSMUSG00000034009
ENSMUSG00000034755
ENSMUSG00000034858
ENSMUSG00000034903
ENSMUSG00000034981
ENSMUSG00000034997
ENSMUSG00000035033
ENSMUSG00000035105
ENSMUSG00000035131
ENSMUSG00000035187
ENSMUSG00000035189
