Ensembl_ID
ENSMUSG00000031775
ENSMUSG00000024985
ENSMUSG00000049866
ENSMUSG00000051910
ENSMUSG00000029838
ENSMUSG00000028399
ENSMUSG00000020121
ENSMUSG00000026090
ENSMUSG00000039488
ENSMUSG00000046159
ENSMUSG00000058665
ENSMUSG00000105265
ENSMUSG00000022636
ENSMUSG00000020122
ENSMUSG00000034912
ENSMUSG00000026347
ENSMUSG00000056073
ENSMUSG00000022421
ENSMUSG00000021366
ENSMUSG00000030317
ENSMUSG00000007944
ENSMUSG00000036760
ENSMUSG00000025425
ENSMUSG00000026163
ENSMUSG00000029359
ENSMUSG00000060843
ENSMUSG00000064065
ENSMUSG00000039095
ENSMUSG00000028360
ENSMUSG00000052512
ENSMUSG00000020160
ENSMUSG00000008496
ENSMUSG00000021719
ENSMUSG00000050965
ENSMUSG00000028289
ENSMUSG00000062151
ENSMUSG00000031367
ENSMUSG00000062078
ENSMUSG00000039419
ENSMUSG00000038587
ENSMUSG00000018698
ENSMUSG00000032446
ENSMUSG00000039620
ENSMUSG00000020027
ENSMUSG00000034265
ENSMUSG00000061436
ENSMUSG00000022208
ENSMUSG00000022037
ENSMUSG00000061731
ENSMUSG00000003992
ENSMUSG00000020151
ENSMUSG00000022416
ENSMUSG00000039470
ENSMUSG00000022180
ENSMUSG00000036264
ENSMUSG00000041961
ENSMUSG00000026385
ENSMUSG00000034570
ENSMUSG00000061859
ENSMUSG00000035131
ENSMUSG00000020042
ENSMUSG00000031093
ENSMUSG00000027168
ENSMUSG00000045071
ENSMUSG00000052373
ENSMUSG00000038388
ENSMUSG00000053626
ENSMUSG00000025318
ENSMUSG00000000766
ENSMUSG00000038349
ENSMUSG00000029394
ENSMUSG00000052684
ENSMUSG00000032366
ENSMUSG00000029659
ENSMUSG00000041417
ENSMUSG00000052105
ENSMUSG00000029381
ENSMUSG00000031309
ENSMUSG00000032181
ENSMUSG00000034755
ENSMUSG00000052291
ENSMUSG00000024754
ENSMUSG00000010505
ENSMUSG00000038764
ENSMUSG00000022443
ENSMUSG00000035158
ENSMUSG00000029821
ENSMUSG00000020734
ENSMUSG00000036478
ENSMUSG00000023232
ENSMUSG00000021301
ENSMUSG00000030134
ENSMUSG00000084960
ENSMUSG00000090799
ENSMUSG00000027489
ENSMUSG00000030376
ENSMUSG00000036278
ENSMUSG00000071234
ENSMUSG00000039533
ENSMUSG00000042453
ENSMUSG00000037610
ENSMUSG00000026424
ENSMUSG00000055322
ENSMUSG00000026288
ENSMUSG00000074622
ENSMUSG00000017978
ENSMUSG00000039835
ENSMUSG00000039831
ENSMUSG00000028581
ENSMUSG00000049001
ENSMUSG00000029026
ENSMUSG00000028717
ENSMUSG00000019775
ENSMUSG00000034275
ENSMUSG00000033871
ENSMUSG00000022637
ENSMUSG00000044340
ENSMUSG00000057963
ENSMUSG00000033618
ENSMUSG00000036202
ENSMUSG00000117465
ENSMUSG00000028782
ENSMUSG00000026655
